agent,benchmark,instance_id,resolved,source_code_files,source_code_tokens,write_recall,write_precision,read_recall,read_precision,total_operations,total_reads,total_writes,unique_files_read,unique_files_written,unique_dirs,max_depth,first_write_at,reread_rate,churn_rate,conversion_rate,first_correct_read,first_correct_write,subagent_count
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143155,True,27728,45809271,1.0,0.5,1.0,0.1,30,15,4,10,2,25,13,22,0.3333,0.5,1.0,10,22,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143241,True,27791,45942130,1.0,1.0,1.0,0.3333,15,6,4,3,1,17,9,7,0.5,0.75,1.0,5,7,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143249,False,27796,45950287,0.5,0.5,1.0,0.08,170,83,6,25,2,53,14,73,0.6988,0.6667,0.5,16,87,1
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143408,False,27802,45938148,0.0,0.0,0.0,0.0,34,17,3,10,2,35,15,29,0.4118,0.3333,0.0,,,1
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143463,True,27806,45951807,0.5,0.5,0.5,0.2,11,5,2,5,2,27,11,6,0.0,0.0,1.0,5,6,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143489,False,27874,46042596,1.0,0.3333,1.0,0.1667,47,22,5,6,3,28,13,24,0.7273,0.4,1.0,19,24,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143533,False,27850,45983853,1.0,0.5,1.0,0.0667,136,73,5,15,2,35,9,69,0.7945,0.6,1.0,4,111,1
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143668,True,28050,46319491,0.5,0.5,0.5,0.2,18,8,5,5,2,31,13,12,0.375,0.6,1.0,2,12,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143710,True,27948,46144862,1.0,0.5,1.0,0.5,8,4,2,2,2,18,11,1,0.5,0.0,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143810,False,28234,46735004,0.0,0.0,1.0,0.1053,111,61,5,19,2,37,14,87,0.6885,0.6,0.0,16,,1
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143893,False,28075,46396252,0.5,0.5,0.5,0.0833,96,49,7,12,2,33,13,49,0.7551,0.7143,1.0,2,49,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-143938,True,28159,46595386,0.5,0.5,0.5,0.1667,23,10,3,6,2,42,13,16,0.4,0.3333,1.0,1,16,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-144029,True,28154,46578913,0.5,0.5,0.5,0.0909,71,41,3,11,2,24,12,59,0.7317,0.3333,1.0,0,59,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-144031,True,28151,46562706,0.5,0.5,0.5,0.1667,41,20,4,6,2,20,13,13,0.7,0.5,1.0,6,13,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-144040,False,28151,46564113,0.3333,0.2,0.6667,0.069,309,172,10,29,5,100,15,279,0.8314,0.5,0.5,39,283,2
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-144183,False,28177,46659077,0.0,0.0,0.0,0.0,84,44,3,7,2,40,12,44,0.8409,0.3333,0.0,,,1
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-144308,False,28202,46679832,0.0,0.0,1.0,0.125,32,14,3,8,1,37,11,18,0.4286,0.6667,0.0,6,,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-144388,False,28241,46757697,0.5,0.3333,0.5,0.3333,24,10,3,3,3,31,15,13,0.7,0.0,1.0,2,13,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-144545,True,28300,46888925,1.0,0.5,1.0,0.3333,15,9,2,3,2,30,12,6,0.6667,0.0,1.0,1,6,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,elastic__elasticsearch-144588,True,28303,46896810,1.0,0.5,1.0,0.1667,23,10,5,6,2,37,12,15,0.4,0.6,1.0,11,17,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-42136,True,4101,15000366,1.0,0.5,1.0,0.1429,181,100,29,14,4,12,4,69,0.86,0.8621,1.0,10,69,1
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-43047,False,4238,15123096,0.1667,0.3333,1.0,0.4,137,73,4,15,3,14,4,60,0.7945,0.25,0.1667,38,124,1
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-43227,False,3871,14817360,0.5,1.0,0.5,0.3333,47,23,11,9,3,9,4,30,0.6087,0.7273,0.6667,3,30,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-43495,True,3914,15034509,0.7143,0.8333,1.0,0.5,54,27,6,14,6,13,4,37,0.4815,0.0,0.7143,12,37,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-43523,False,3878,14885850,0.5,1.0,0.5,1.0,13,7,1,1,1,2,2,12,0.8571,0.0,1.0,3,12,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-43721,False,3959,15142513,0.5,1.0,0.5,1.0,6,1,1,1,1,3,3,4,0.0,0.0,1.0,2,4,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-43877,True,3944,15087729,0.3333,1.0,0.6667,0.5,14,6,1,4,1,5,4,10,0.3333,0.0,0.5,5,10,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-43917,False,3958,15146516,0.5,0.6667,0.25,0.3333,35,17,6,3,3,2,2,23,0.8235,0.5,1.0,4,23,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-43928,False,3947,15097967,1.0,1.0,1.0,0.25,14,5,2,4,1,7,4,7,0.2,0.5,1.0,0,7,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-44080,True,3975,15207090,1.0,1.0,1.0,1.0,12,6,2,1,1,3,3,3,0.8333,0.5,1.0,0,3,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-44081,True,3958,15148419,0.6,0.75,1.0,0.7143,56,28,6,7,4,5,4,41,0.75,0.3333,0.6,1,41,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-44146,True,4182,14891083,1.0,0.5,1.0,0.25,22,12,2,4,2,4,2,9,0.6667,0.0,1.0,7,9,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-44397,True,4042,15445297,0.5,0.5,0.5,0.3333,18,9,2,3,2,5,4,13,0.6667,0.0,1.0,2,13,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-44406,True,4029,15386893,0.5,1.0,0.75,0.2727,96,50,5,11,2,8,4,79,0.78,0.6,0.6667,8,79,1
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-44474,True,4044,15043373,0.2,1.0,1.0,0.3333,118,65,2,15,1,12,4,110,0.7692,0.5,0.2,7,110,1
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-44487,False,4101,14993869,0.75,1.0,0.75,0.6,39,20,8,5,3,3,3,27,0.75,0.625,1.0,2,27,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-44570,True,4172,14833286,1.0,1.0,1.0,0.2,22,9,2,5,1,6,4,19,0.4444,0.5,1.0,3,19,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-44899,True,4173,14833268,1.0,1.0,1.0,1.0,38,22,1,1,1,5,4,29,0.9545,0.0,1.0,5,35,1
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-45019,True,4181,14869164,1.0,1.0,1.0,1.0,12,3,3,3,3,6,4,8,0.0,0.0,1.0,5,8,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,huggingface__transformers-45348,True,4240,15131264,0.5,1.0,0.5,0.5,14,6,3,4,2,3,3,10,0.3333,0.3333,1.0,1,10,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-288335,False,12114,130551466,0.4286,0.5,0.5714,0.5714,53,22,9,7,6,15,9,25,0.6818,0.3333,0.75,2,25,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-292378,False,12276,133156826,1.0,1.0,1.0,0.7778,35,18,8,9,7,18,9,18,0.5,0.125,1.0,2,18,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-295139,False,12405,135314888,0.1429,0.3333,0.4286,0.1667,69,33,7,18,3,21,8,50,0.4545,0.5714,0.3333,24,58,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-297020,False,12665,138431992,1.0,1.0,1.0,0.5385,73,34,13,13,7,20,8,39,0.6176,0.4615,1.0,12,39,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-298772,False,11982,79658974,0.6,0.4286,0.6,0.3,77,36,16,10,7,13,8,36,0.7222,0.5625,1.0,2,36,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-298829,False,12831,140333213,0.1429,1.0,0.1429,0.1111,25,13,1,9,1,17,9,20,0.3077,0.0,1.0,4,20,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-300237,False,12898,141957316,0.8,0.8,0.8,0.5714,55,27,9,7,5,12,7,26,0.7407,0.4444,1.0,3,26,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-301740,False,13047,143631669,1.0,0.875,1.0,0.7,115,53,19,10,8,17,7,42,0.8113,0.5789,1.0,3,42,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-302160,False,12283,82129023,1.0,1.0,1.0,0.6364,81,38,17,11,7,27,8,35,0.7105,0.5882,1.0,3,35,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-302633,False,12343,82549421,0.2,1.0,0.4,0.2222,53,33,1,9,1,14,6,49,0.7273,0.0,0.5,9,49,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-304281,False,12416,83357047,0.4,1.0,0.4,0.5,31,15,6,4,2,7,7,24,0.7333,0.6667,1.0,2,24,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-305782,False,13360,147878413,1.0,1.0,1.0,0.5,49,23,11,12,6,14,7,21,0.4783,0.4545,1.0,7,21,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-305859,,13364,147931496,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,0.0,,,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-306139,,13382,148193642,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,0.0,,,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-306184,,13382,148161064,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,0.0,,,0
github-copilot-cli-claude-opus-4.6,swebench-xl-v1,microsoft__vscode-308000,False,12656,85482759,0.3333,1.0,0.3333,0.5,30,19,4,4,2,17,9,22,0.7895,0.5,1.0,4,22,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-12907,True,1161,9229903,1.0,0.5,1.0,1.0,9,2,3,1,2,2,2,4,0.5,0.3333,1.0,2,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-13033,False,1167,9234026,1.0,0.5,1.0,0.5,16,4,5,2,2,3,3,4,0.5,0.6,1.0,3,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-13236,False,1171,9263361,1.0,0.3333,1.0,0.1667,25,12,4,6,3,4,3,16,0.5,0.25,1.0,1,16,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-13398,False,1174,9298631,0.5,0.5,0.75,0.3,61,32,5,10,4,4,3,47,0.6875,0.2,0.3333,5,47,1
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-13453,True,1174,9297724,1.0,0.5,1.0,0.3333,44,25,3,3,2,3,3,29,0.88,0.3333,1.0,1,40,1
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-13579,True,1175,9305919,1.0,0.5,1.0,0.1667,36,14,7,6,2,6,5,23,0.5714,0.7143,1.0,4,23,1
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-13977,False,1190,9853055,1.0,0.3333,1.0,0.1667,82,44,4,6,3,6,3,72,0.8636,0.25,1.0,3,72,1
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-14096,True,1190,9852694,1.0,0.5,1.0,1.0,12,5,5,1,2,2,2,4,0.8,0.6,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-14182,True,1190,9855145,1.0,0.3333,1.0,0.1429,52,27,5,7,3,4,4,37,0.7407,0.4,1.0,5,37,1
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-14309,True,1115,8142151,1.0,0.5,1.0,1.0,5,1,3,1,2,3,3,1,0.0,0.3333,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-14365,True,1116,8196335,1.0,0.3333,1.0,0.3333,13,4,6,3,3,4,4,4,0.25,0.5,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-14369,False,1115,8178930,1.0,0.6667,1.0,0.5,26,11,4,4,3,7,4,16,0.6364,0.25,1.0,2,19,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-14508,True,1115,8194109,1.0,1.0,1.0,1.0,14,3,2,1,1,3,3,5,0.6667,0.5,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-14539,True,1115,8195045,1.0,0.5,1.0,1.0,11,3,3,1,2,3,3,7,0.6667,0.3333,1.0,3,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-14598,False,1115,8199255,1.0,0.3333,1.0,0.3333,65,36,5,3,3,4,4,47,0.9167,0.4,1.0,4,53,1
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-14995,True,1073,8183989,1.0,1.0,1.0,0.5,8,4,1,2,1,3,3,3,0.5,0.0,1.0,2,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-7166,False,1270,9002611,1.0,0.5,1.0,0.5,15,5,3,2,2,3,3,7,0.6,0.3333,1.0,2,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-7336,False,1277,9058236,1.0,1.0,1.0,1.0,8,3,1,1,1,2,2,3,0.6667,0.0,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-7606,False,1268,9221486,1.0,1.0,1.0,1.0,13,7,2,1,1,2,2,2,0.8571,0.5,1.0,1,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-7671,False,1280,9123074,1.0,0.5,1.0,0.5,12,3,3,2,2,2,2,2,0.3333,0.3333,1.0,0,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-8707,False,1290,9802338,1.0,0.6667,1.0,0.4,34,14,5,5,3,5,4,19,0.6429,0.4,1.0,2,19,0
github-copilot-cli-claude-opus-4.6,swebench-verified,astropy__astropy-8872,False,1296,9817619,1.0,1.0,1.0,1.0,11,3,2,1,1,3,2,5,0.6667,0.5,1.0,2,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-10097,False,2560,3137099,1.0,0.3333,1.0,0.3333,13,6,3,3,3,4,2,7,0.5,0.0,1.0,3,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-10554,False,2644,3261893,0.5,0.5,1.0,0.4,101,63,2,5,2,7,4,89,0.9206,0.0,0.5,4,89,1
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-10880,True,2630,3233241,1.0,1.0,1.0,1.0,5,2,1,1,1,3,3,3,0.5,0.0,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-10914,True,2631,3225770,1.0,0.25,1.0,0.2,29,15,4,5,4,9,3,19,0.6667,0.0,1.0,2,19,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-10973,False,2631,3226655,1.0,0.5,1.0,0.5,11,4,4,2,2,6,4,5,0.5,0.5,1.0,0,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-10999,False,2632,3228754,1.0,1.0,1.0,1.0,6,1,1,1,1,2,2,2,0.0,0.0,1.0,1,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11066,True,2643,3258817,1.0,1.0,1.0,1.0,4,2,1,1,1,4,4,1,0.5,0.0,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11087,False,2640,3245257,1.0,0.3333,1.0,0.1111,103,56,9,9,3,9,4,60,0.8393,0.6667,1.0,0,83,1
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11095,True,2640,3245017,1.0,0.3333,1.0,0.3333,22,9,4,3,3,9,4,12,0.6667,0.25,1.0,2,12,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11099,True,2645,3241737,1.0,1.0,1.0,1.0,4,1,2,1,1,4,3,1,0.0,0.5,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11119,True,2642,3242647,1.0,0.5,1.0,0.3333,16,5,2,3,2,5,2,8,0.4,0.0,1.0,2,8,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11133,True,2640,3242265,1.0,0.5,1.0,1.0,6,1,3,1,2,2,2,1,0.0,0.3333,0.0,3,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11138,True,2640,3244201,1.0,1.0,1.0,0.3077,95,49,7,13,4,12,4,86,0.7347,0.4286,1.0,3,86,1
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11141,False,2680,3317170,1.0,0.5,1.0,0.1429,26,12,2,7,2,9,4,17,0.4167,0.0,1.0,3,17,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11149,True,2640,3242639,1.0,0.5,1.0,0.1111,107,61,5,9,2,12,6,43,0.8525,0.6,1.0,3,43,1
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11163,True,2640,3243220,1.0,1.0,1.0,1.0,9,2,2,1,1,2,2,3,0.5,0.5,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11179,True,2640,3244694,1.0,1.0,1.0,1.0,7,4,1,1,1,3,3,3,0.75,0.0,1.0,0,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11206,True,2640,3245056,1.0,0.5,1.0,0.5,11,6,2,2,2,4,2,2,0.6667,0.0,1.0,0,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11211,True,2640,3245056,0.0,0.0,1.0,0.125,35,16,5,8,3,11,4,18,0.5,0.4,0.0,4,,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11239,True,2640,3246062,1.0,0.5,1.0,0.3333,17,7,3,3,2,6,4,11,0.5714,0.3333,1.0,2,11,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11265,True,2643,3252136,1.0,0.5,1.0,0.1667,39,26,3,6,2,6,4,9,0.7692,0.3333,1.0,2,9,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11276,True,2642,3247715,1.0,0.5,1.0,0.5,10,3,3,2,2,4,2,6,0.3333,0.3333,1.0,0,6,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11292,True,2642,3248357,1.0,1.0,1.0,0.25,14,7,3,4,1,7,4,5,0.4286,0.6667,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11299,True,2642,3248492,1.0,1.0,1.0,0.0909,49,29,1,11,1,10,4,46,0.6207,0.0,1.0,5,46,1
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11333,True,2660,3271674,1.0,1.0,1.0,1.0,11,4,3,2,2,2,2,4,0.5,0.3333,1.0,0,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11400,False,2675,3293078,0.3333,1.0,0.6667,0.5,15,8,2,4,1,8,4,10,0.5,0.5,0.5,0,10,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11433,True,2643,3257721,1.0,0.5,1.0,0.3333,48,25,2,3,2,4,2,44,0.88,0.0,1.0,5,44,1
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11451,True,2643,3260243,1.0,1.0,1.0,1.0,4,2,1,1,1,3,3,2,0.5,0.0,1.0,1,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11477,False,2653,3268762,0.0,0.0,1.0,0.1429,36,13,8,7,3,11,6,14,0.4615,0.625,0.0,9,,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11490,True,2644,3261847,1.0,0.5,1.0,0.3333,23,11,4,3,2,6,4,7,0.7273,0.5,1.0,0,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11532,True,2660,3271541,0.4,0.5,0.4,0.5,30,16,9,4,4,6,4,5,0.75,0.5556,1.0,0,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11551,True,2660,3274052,1.0,1.0,1.0,1.0,6,2,2,1,1,3,3,3,0.5,0.5,1.0,2,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11555,True,2672,3282219,1.0,0.3333,1.0,0.2,29,17,3,5,3,6,4,13,0.7059,0.0,1.0,3,13,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11603,True,2674,3288386,1.0,1.0,1.0,1.0,7,1,4,1,1,4,3,2,0.0,0.75,1.0,1,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11728,True,2677,3305803,1.0,1.0,1.0,0.25,18,6,2,4,1,8,3,9,0.3333,0.5,1.0,2,9,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11734,False,2677,3306022,0.3333,1.0,0.3333,0.25,47,29,1,4,1,4,4,45,0.8621,0.0,1.0,6,45,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11740,True,2677,3306413,1.0,0.5,1.0,0.5,55,33,2,2,2,5,3,28,0.9394,0.0,1.0,2,28,1
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11749,False,2679,3310816,1.0,0.3333,1.0,0.5,16,5,3,2,3,7,4,7,0.6,0.0,1.0,1,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11790,True,2678,3310772,1.0,1.0,1.0,0.5,6,3,1,2,1,4,3,5,0.3333,0.0,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11815,False,2679,3314764,1.0,0.5,1.0,0.5,13,8,3,2,2,5,3,3,0.75,0.3333,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11820,False,2679,3314485,1.0,0.5,1.0,0.5,19,9,2,2,2,5,3,3,0.7778,0.0,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11848,True,2679,3314894,1.0,0.5,1.0,0.5,13,6,4,2,2,4,2,3,0.6667,0.5,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11880,True,2680,3316778,1.0,1.0,1.0,1.0,3,1,1,1,1,2,2,1,0.0,0.0,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11885,False,2680,3316908,0.5,0.5,0.5,0.1667,42,24,7,6,2,9,4,10,0.75,0.7143,1.0,0,10,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11951,True,2683,3321755,1.0,1.0,1.0,1.0,7,4,1,1,1,4,3,4,0.75,0.0,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11964,True,2683,3324001,1.0,1.0,1.0,0.25,27,16,1,4,1,4,4,24,0.75,0.0,1.0,20,24,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-11999,True,2683,3329490,1.0,1.0,1.0,1.0,4,1,1,1,1,4,4,3,0.0,0.0,1.0,2,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12039,True,2685,3332685,1.0,1.0,1.0,1.0,5,1,2,1,1,4,3,1,0.0,0.5,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12050,True,2685,3333481,1.0,1.0,1.0,1.0,6,2,1,1,1,4,4,4,0.5,0.0,1.0,2,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12125,True,2691,3339097,1.0,1.0,1.0,0.5,20,10,3,2,1,5,3,14,0.8,0.6667,1.0,2,14,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12143,True,2691,3339299,1.0,1.0,1.0,1.0,4,2,1,1,1,3,3,3,0.5,0.0,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12155,True,2691,3340383,0.0,0.0,0.0,0.0,10,4,2,2,1,5,3,6,0.5,0.5,0.0,,,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12193,True,2692,3343824,1.0,1.0,1.0,0.5,9,3,1,2,1,5,4,5,0.3333,0.0,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12209,True,2695,3348419,1.0,0.5,1.0,0.2,28,16,3,5,2,7,4,11,0.6875,0.3333,1.0,2,23,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12262,True,2695,3349417,1.0,0.5,1.0,0.3333,15,5,3,3,2,5,3,3,0.4,0.3333,1.0,1,3,1
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12273,True,2696,3352259,1.0,1.0,1.0,0.3333,38,15,2,3,1,6,3,32,0.8,0.5,1.0,2,32,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12276,True,2695,3350021,1.0,1.0,1.0,1.0,8,4,2,1,1,3,2,4,0.75,0.5,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12304,True,2696,3351527,1.0,1.0,1.0,1.0,9,3,5,1,1,3,3,2,0.6667,0.8,1.0,1,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12308,False,2719,3454521,1.0,0.5,1.0,0.2,18,10,2,5,2,11,4,15,0.5,0.0,1.0,1,15,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12325,False,2696,3353197,0.5,1.0,1.0,0.6667,18,9,1,3,1,4,4,15,0.6667,0.0,0.5,2,15,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12406,False,2700,3358517,0.5,1.0,1.0,0.4,27,11,2,5,1,5,4,20,0.5455,0.5,0.5,6,20,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12419,True,2700,3358928,1.0,0.25,1.0,0.125,28,14,4,8,4,11,4,19,0.4286,0.0,1.0,2,19,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12663,True,2708,3350132,1.0,0.5,1.0,0.1,67,39,4,10,2,9,4,13,0.7436,0.5,1.0,1,45,0
github-copilot-cli-claude-opus-4.6,swebench-verified,django__django-12708,True,2716,3438860,1.0,0.5,1.0,0.0833,67,37,2,12,2,12,4,43,0.6757,0.0,1.0,0,43,1
